brand,model,os_version,network_type,user_isp_id,user_region_id,user_city_id,bandwidth_Mbps,user_uid,wifi_rssi,wifi_linkSpeed,wifi_hiddenSSID,wifi_frequency,wifi_rxLinkSpeedMbps,wifi_txLinkSpeedMbps,wifi_maxSupportedRxLinkSpeedMbps,wifi_maxSupportedTxLinkSpeedMbps,wifi_wifiStandard
vivo,V2055A,11,WIFI,China Unicom,guangdongsheng,shenzhenshi,18.4,dccc07d9f0b606eadecdff7a31b58882,-17;-17;-17;-18;-18;-17;-17;-18;-18;-16;-16;-17;-17;-19;-19;-19;-19;-21;-21;-21;-21;-20,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2462,72;72;72;72;72;72;72;72;72;65;65;65;65;72;72;65;65;65;65;14;14;43,52;52;52;58;58;52;52;52;52;52;52;58;58;52;52;52;52;58;58;52;52;52,150,150,4
vivo,V1922A,11,WIFI,China Telecom,hubeisheng,yichangshi,90.9,efbfad36d1b3e3f09f19c50f3a8d5ea1,-34;-34;-34;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-34;-34;-33;-33;-33;-33;-33,192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192,FALSE,2422,192;192;192;173;173;192;192;192;192;192;192;173;173;156;156;173;173;65;65;117;117;117,192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;104;104;144;144;192,300,300,4
vivo,V2055A,11,WIFI,China Unicom,guangdongsheng,shenzhenshi,13.9,dccc07d9f0b606eadecdff7a31b58882,-20;-20;-20;-18;-18;-21,72;72;72;72;72;72,FALSE,2462,58;58;58;57;57;72,72;72;72;65;65;52,150,150,4
vivo,V2055A,11,WIFI,China Unicom,guangdongsheng,shenzhenshi,19,dccc07d9f0b606eadecdff7a31b58882,-37;-37;-37;-37;-37;-37;-37;-36,72;72;72;72;72;72;72;72,FALSE,2462,65;65;65;65;72;72;72;72,52;52;52;52;26;26;26;39,150,150,4
vivo,V1936A,11,WIFI,China Mobile,chongqingshi,chongqingshi,54.6,8a1cd27443f41793aa5924132522bffb,-21;-21;-21;-22;-22;-22;-22;-22;-22;-20;-20;-24;-24;-21;-21;-23;-23;-22;-22;-20;-20;-19,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2417,58;58;58;65;65;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72,72,4
vivo,V2012A,11,WIFI,China Unicom,jilinsheng,jilinshi,38.8,3ca6d28a8cfcd2ca084ea4375afb7ed1,-57;-57;-57;-56;-56;-55;-55;-54;-54;-56;-56;-57;-57;-54;-54;-53;-53;-56;-56;-55;-55;-55,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2462,58;58;58;72;72;72;72;58;58;58;58;72;72;65;65;58;58;52;52;52;52;65,58;58;58;58;58;72;72;65;65;58;58;58;58;72;72;72;72;58;58;72;72;72,72,72,4
OPPO,PDEM30,11,WIFI,China Mobile,fujiansheng,xiamenshi,37.5,b7bc547afbfeb817d06af5aad7dc0a51,-28;-28;-28;-28;-28;-28;-28;-29;-29;-29;-29;-29;-29,144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2462,144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144,144,144,4
vivo,V2121A,11,WIFI,China Unicom,guangdongsheng,huizhoushi,25.4,9b7f83db49e68ece85c6c37956ab492b,-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2412,26;26;26;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52,52;52;52;58;58;58;58;58;58;65;65;65;65;65;65;65;65;65;65;65;65;65,150,150,4
vivo,V2012A,11,WIFI,China Unicom,jilinsheng,jilinshi,38,3ca6d28a8cfcd2ca084ea4375afb7ed1,-61;-61;-63;-63;-64;-64;-64;-65;-65;-66;-66;-67,72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2462,72;72;52;52;58;58;58;52;52;39;39;39,58;58;52;52;52;52;52;52;52;39;39;52,72,72,4
vivo,V2046A,11,WIFI,China Telecom,shanghaishi,shanghaishi,29.8,f2dbe42cf178b14e9b619ac5dd1347b8,-48;-48;-48;-48;-48;-47;-47;-46;-46;-47;-47,144;144;144;104;104;144;144;144;144;144;144,FALSE,2412,104;104;104;39;39;39;39;58;58;65;65,144;144;144;104;104;144;144;144;144;144;144,144,144,4
vivo,V2055A,11,WIFI,China Unicom,guangdongsheng,shenzhenshi,17.9,dccc07d9f0b606eadecdff7a31b58882,-16;-16;-16,72;72;72,FALSE,2462,21;21;21,39;39;39,150,150,4
realme,RMX3161,11,WIFI,China Telecom,jiangsusheng,wuxishi,34.7,44200ee537bd030928a16df88efa8982,-46;-46;-46;-46;-46;-46;-46;-46;-46;-45;-45;-45;-45;-45;-45;-45;-45;-45;-45;-45;-45;-29,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2462,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,150,150,4
vivo,V2121A,11,WIFI,China Unicom,guangdongsheng,huizhoushi,17.8,9b7f83db49e68ece85c6c37956ab492b,-67;-67;-67;-67;-67;-67;-68;-68;-68;-68;-68;-68;-69;-69;-69;-69;-69;-69;-69;-69;-69;-69,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2412,58;58;58;58;58;58;52;52;52;52;52;52;39;39;39;39;39;39;52;52;52;52,52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52,150,150,4
OPPO,PDEM30,11,WIFI,China Mobile,fujiansheng,xiamenshi,56.7,b7bc547afbfeb817d06af5aad7dc0a51,-18;-18;-18;-18;-18;-18;-21;-21;-21;-21;-21;-21;-24;-24;-24;-24;-24;-24;-27;-27;-27;-27,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2462,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144,144,4
vivo,V2055A,11,WIFI,China Unicom,guangdongsheng,shenzhenshi,7.7,dccc07d9f0b606eadecdff7a31b58882,-25;-25;-25,72;72;72,FALSE,2462,57;57;57,58;58;58,150,150,4
OPPO,PCKM00,11,WIFI,nan,jilinsheng,changchunshi,73.5,7e1e3a5725112e7080ae79cb10dbbbf9,-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-30;-30;-30;-30;-30;-30;-31;-31;-31;-31;-31;-31;-32,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2427,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144,144,4
vivo,V2055A,11,WIFI,China Unicom,guangdongsheng,shenzhenshi,10.8,dccc07d9f0b606eadecdff7a31b58882,-24;-24;-24;-29;-29,72;72;72;72;72,FALSE,2462,65;65;65;57;57,52;52;52;52;52,150,150,4
OPPO,PEHM00,11,WIFI,China Mobile,liaoningsheng,shenyangshi,35.2,e507401d2be0f79f932b92a12ba4f096,-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-47;-47;-47;-47;-47;-47;-49;-49,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2412,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72,72,4
vivo,V2068A,11,WIFI,China Telecom,zhejiangsheng,hangzhoushi,50.6,4f4fe6da099f511df09596db780c6dec,-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2412,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72,72,4
vivo,V2055A,11,WIFI,China Unicom,guangdongsheng,shenzhenshi,15.1,dccc07d9f0b606eadecdff7a31b58882,-13;-13;-13,72;72;72,FALSE,2462,65;65;65,58;58;58,150,150,4
vivo,V2111A,11,WIFI,nan,gansusheng,jiuquanshi,5.9,fb1cfb0ac66fe595c2e4ae32dd835f68,-40;-40;-40;-40;-40,72;72;72;72;72,FALSE,2462,72;72;72;72;72,72;72;72;72;72,150,150,4
vivo,V2111A,11,WIFI,nan,gansusheng,jiuquanshi,12.8,fb1cfb0ac66fe595c2e4ae32dd835f68,-41;-41;-41;-41;-41;-41;-44;-44;-44;-44;-44,72;72;72;72;72;72;72;72;72;72;72,FALSE,2462,72;72;72;72;72;72;72;72;72;72;72,72;72;72;72;72;72;72;72;72;72;72,150,150,4
vivo,V1981A,11,WIFI,China Mobile,zhejiangsheng,wenzhoushi,65.4,a84e81b54bd3d397aa35488e15693b37,-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2462,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39,300,300,4
OPPO,PEHM00,11,WIFI,China Mobile,liaoningsheng,shenyangshi,32.3,e507401d2be0f79f932b92a12ba4f096,-50;-50;-50;-50;-50;-50;-50;-50;-49;-49;-49;-49;-49;-49;-46;-46;-46;-46;-46;-46;-46;-46,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2412,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72,72,4
vivo,V2055A,11,WIFI,China Mobile,zhejiangsheng,hangzhoushi,23.4,6514ee2e562a4634acda9f2d7e49f55b,-15;-15;-15;-26;-26;-17;-17;-15;-15;-15;-15;-17;-17;-10;-10;-8;-8;-8;-8;-8;-8;-8,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2462,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72;72;72;52;52;52;52;58;58;58;58;58;58;52;52;72;72;65;65;58;58;72,150,150,4
OPPO,PCLM10,11,WIFI,China Mobile,shandongsheng,jinanshi,65.1,d9ff2b848234f7e9c454dad8cd1273e6,-62;-62;-62;-62;-62;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-59;-59;-59;-59;-59,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,2437,173;173;173;173;173;144;144;144;144;144;144;156;156;156;156;156;156;130;130;130;130;130,117;117;117;117;117;117;117;117;117;117;117;104;104;104;104;104;104;26;26;26;26;26,144,144,4
vivo,V2055A,11,WIFI,China Unicom,guangdongsheng,shenzhenshi,11.5,dccc07d9f0b606eadecdff7a31b58882,-23;-23;-23;-23;-23,72;72;72;72;72,FALSE,2462,65;65;65;65;58,72;72;58;58;52,150,150,4
vivo,V2068A,11,WIFI,China Telecom,zhejiangsheng,hangzhoushi,1.2,4f4fe6da099f511df09596db780c6dec,-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74,96;96;96;96;96;96;96;96;96;96;96;96,FALSE,2462,21;21;13;13;13;13;13;13;13;13;13;13,19;19;6;6;6;6;6;6;6;6;6;6,150,150,4
vivo,V2121A,11,WIFI,China Unicom,guangdongsheng,huizhoushi,48.8,9b7f83db49e68ece85c6c37956ab492b,-57;-57;-57;-57;-57;-57;-56;-56;-56;-56;-56;-56;-47;-47;-47;-47;-47;-47;-41;-41;-41;-41,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2417,58;58;58;58;58;58;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,150,150,4
vivo,V2072A,11,WIFI,China Telecom,hunansheng,yiyangshi,45,0c8464084ded219ec14ff12b0a193c42,-33;-33;-33;-33;-36;-36;-34;-34;-34;-34;-31;-31;-33;-33;-33;-33;-33;-31;-31;-33;-33;-34,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2462,65;65;65;65;72;72;72;72;72;72;58;58;65;65;65;65;65;52;52;52;52;52,65;65;65;65;65;65;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72,72,4
OPPO,PCCM00,11,WIFI,China Unicom,shandongsheng,rizhaoshi,50.2,6daa6192f4b456bd9a6f5798a2ecab55,-33;-33;-33;-33;-33;-33;-33;-33;-33;-33;-33;-33;-33;-31;-31;-31;-31;-31;-31;-30;-30;-30,117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;144;144;144,FALSE,2472,117;117;117;117;117;117;117;78;78;78;78;78;78;78;78;78;78;78;78;144;144;144,117;117;117;117;117;117;117;104;104;104;104;104;104;13;13;13;13;13;13;144;144;144,300,300,4
realme,RMX2202,11,WIFI,China Unicom,shanxisheng,zhangzhishi,6.4,c5a57244245dcc633c28f200c30b0664,-25;-25;-25;-25;-25;-25;-25;-25;-25;-25;-25;-25;-25;-25;-25;-25;-25;-25;-25;-25;-25;-25,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2457,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,300,300,4
OPPO,PCLM10,11,WIFI,China Telecom,guangdongsheng,shenzhenshi,19.3,d3510eab7bd6aa41389d460b947912f6,-43;-43;-43;-43;-43;-43;-43;-43;-43;-43;-43;-44;-44;-44;-44;-44;-44;-43;-43;-43;-43;-43;-43,130;130;130;130;130;104;104;104;104;104;104;117;117;117;117;117;117;117;117;117;117;117;117,FALSE,2462,104;104;104;104;104;39;39;39;39;39;39;78;78;78;78;78;78;52;52;52;52;52;52,130;130;130;130;130;104;104;104;104;104;104;117;117;117;117;117;117;117;117;117;117;117;117,144,144,4
vivo,V1981A,11,WIFI,China Telecom,zhejiangsheng,shaoxingshi,90.1,51786576d2ef0c216885df989e9b463a,-33;-33;-32;-32;-31;-31;-31;-31;-31;-31;-30;-30;-30;-30;-29;-29,192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192,FALSE,2437,173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173,192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192,300,300,4
vivo,V1981A,11,WIFI,nan,guangdongsheng,guangzhoushi,85.8,afc4cf657226dac123eafca84d9dd462,-45;-45;-45;-43;-43;-44;-44;-47;-47;-47;-47;-47;-47;-42;-42;-39;-39;-40;-40;-43;-43;-45,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2427,104;104;104;104;104;130;130;130;130;144;144;144;144;144;144;144;144;104;104;104;104;144,130;130;130;144;144;117;117;144;144;144;144;144;144;117;117;144;144;104;104;104;104;117,144,144,4
vivo,V1986A,11,WIFI,China Mobile,jiangsusheng,nanjingshi,456.6,7974c06dca0c2b4612f22bc841d59a24,-39;-39;-39;-38;-38;-34;-34;-34;-34;-34;-34;-35;-35;-38;-38;-38;-38;-37;-37;-37;-37;-37,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5765,866;866;866;866;866;173;173;866;866;360;360;130;130;780;780;400;400;866;866;866;866;400,866;866;866;866;866;866;866;866;866;866;866;866;866;702;702;780;780;780;780;866;866;866,300,300,4
OPPO,PDEM10,12,WIFI,China Unicom,henansheng,zhoukoushi,17.6,b21f7cc88e9825fe1238b59e89ff80a7,-64;-64;-64;-64;-64;-64;-64;-67;-67;-67;-67;-67;-67;-69;-69;-69;-69;-69;-69;-67;-67;-67;-67;-67,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2432,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,300,300,4
vivo,V2046A,11,WIFI,China Telecom,jiangsusheng,wuxishi,19.2,acde60e49279fb2a54bb84e0d3edafbc,-43;-43;-43;-45;-45;-46;-46;-46;-46;-45;-45;-44;-44;-44;-44;-45;-45;-45;-45;-45;-45;-45,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;117;117;144,FALSE,2472,104;104;104;78;78;52;52;52;52;52;52;52;52;78;78;39;39;39;39;39;39;39,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;117;117;144,144,144,4
OPPO,PCRM00,11,WIFI,China Telecom,zhejiangsheng,wenzhoushi,16.1,10108fe0bf235fc7cd184da0ed7b0bd9,-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2437,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,300,300,4
vivo,V2046A,11,WIFI,China Unicom,liaoningsheng,shenyangshi,15.4,43c51d020bea62e4e0f3b89fb04fe812,-50;-50;-50;-50;-50;-50;-50;-50,144;144;144;144;144;144;144;144,FALSE,2437,117;117;144;144;144;144;78;78,144;144;144;144;144;144;144;144,300,300,4
vivo,V2046A,11,WIFI,China Telecom,jiangsusheng,wuxishi,25.7,acde60e49279fb2a54bb84e0d3edafbc,-53;-53;-54;-54;-55;-55;-56;-56;-55;-55;-56;-56;-56;-56;-57;-57;-57;-57;-57;-57;-57;-57,130;130;130;130;104;104;130;130;130;130;144;144;130;130;144;144;117;117;104;104;130;130,FALSE,2412,117;117;130;130;78;78;130;130;117;117;117;117;117;117;117;117;117;117;117;117;144;144,130;130;130;130;104;104;130;130;130;130;144;144;130;130;144;144;117;117;104;104;130;130,144,144,4
