brand,model,os_version,network_type,user_isp_id,user_region_id,user_city_id,bandwidth_Mbps,user_uid,wifi_rssi,wifi_linkSpeed,wifi_hiddenSSID,wifi_frequency,wifi_rxLinkSpeedMbps,wifi_txLinkSpeedMbps,wifi_maxSupportedRxLinkSpeedMbps,wifi_maxSupportedTxLinkSpeedMbps,wifi_wifiStandard
vivo,V2055A,11,WIFI,China Unicom,hunansheng,loudishi,194.4,d788431162025d01229adc3af7f53c95,-69;-69;-70;-70;-71;-71;-71;-71;-72;-72;-71;-71;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72,192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192,FALSE,2412,130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;78;78;130;130;130;130,117;117;104;104;96;96;117;117;117;117;117;117;104;104;104;104;117;117;86;86;104;104,300,300,4
realme,RMX3366,11,WIFI,China Telecom,beijingshi,beijingshi,22.6,c1c93228f873a3d0c26148ade2a54c43,-38;-38;-38;-38;-38;-38;-38;-38;-38;-38;-38;-38;-41;-41;-41;-41;-41;-41;-42;-42;-42;-42;-42,150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150,FALSE,2437,150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150,150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150,150,150,4
OPPO,PCCM00,11,WIFI,China Unicom,jilinsheng,baichengshi,112.7,678088d238cbd36a9e8f6921898c8f55,-51;-51;-51;-51;-51;-51;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52,468;468;468;468;468;468;468;468;468;468;468;468;468;468;468;468;468;468;468;468;468;468,FALSE,2437,173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173,192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192,300,300,4
Realme,RMX1901,11,WIFI,China Telecom,zhejiangsheng,zhoushanshi,26.9,c0e0b68bd6d7a200c2e84e7aada7f292,-58;-58;-58;-57;-57;-57;-57;-57;-57,144;144;144;144;144;144;144;144;144,FALSE,2437,144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144,144,144,4
vivo,V2046A,11,WIFI,China Telecom,neimengguzizhiqu,baotoushi,6.1,f21cbf94b1b702e62b17dbcb8da043f0,-46;-46;-46;-46;-46;-47;-47;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;52;52,FALSE,2452,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;21;21,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;52;52,150,150,4
vivo,V1955A,11,WIFI,China Telecom,guangdongsheng,qingyuanshi,52.9,912de8ce8f8be4ed85de5f35463683d7,-33;-32;-32;-35;-35;-38;-38;-38;-38;-38;-38;-38;-37;-37;-35;-35;-36;-36;-36;-36;-35;-35,96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96,FALSE,2437,86;86;86;86;86;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96,96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96,72,72,4
vivo,V2049A,11,WIFI,China Unicom,hunansheng,xiangtanshi,63.6,958ec9519a5010559a82d4bfa6de85c3,-49;-49;-47;-48;-48;-49;-49;-50;-50;-49;-49;-49;-49;-49;-49;-39;-39;-37;-37;-37,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2472,144;144;144;144;144;104;104;104;104;144;144;130;130;78;78;117;117;104;104;65,104;104;144;117;117;72;72;52;52;104;104;78;78;52;52;104;104;58;58;72,300,300,4
vivo,V2073A,11,WIFI,China Telecom,neimengguzizhiqu,xilinguoleimeng,1.2,ee02649335831bac58b9db843143f714,-78;-78;-78;-78;-74;-74;-74;-74;-74;-74;-76;-76;-76;-76;-76;-76;-75;-75;-75;-75;-75;-75;-70;-70,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2437,26;26;26;26;39;39;39;39;39;39;6;6;6;6;6;6;19;19;19;19;19;19;13;13,1;1;1;1;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39,150,150,4
vivo,V1981A,11,WIFI,China Telecom,zhejiangsheng,shaoxingshi,157.1,f4a4b337b9858359c1f4b732fd2f8e56,-63;-63;-64;-64;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65,192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192,FALSE,2462,173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173,117;117;117;117;117;117;117;117;117;117;117;117;173;173;192;192;130;130;173;173;144;144,300,300,4
OPPO,PCNM00,11,WIFI,China Telecom,shanxisheng,xianshi,20.8,2ea65f26899629f44ba71ac4fe5d2bee,-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-72;-72;-72;-72;-72;-72;-73;-73,192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192,FALSE,2427,192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192,192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192,144,144,4
realme,RMX1991,11,WIFI,China Mobile,liaoningsheng,shenyangshi,33.6,ebdb90c32bb8839e44d6a3a91bf97f68,-24;-24;-24;-24;-24;-25;-25;-25;-25;-25;-25;-25;-28;-28;-28;-28;-28;-28;-30;-30;-30;-30,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2417,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144,144,4
vivo,V2141A,12,WIFI,China Mobile,jiangsusheng,zhenjiangshi,107.7,231403d01e52479d7a448d4c03904bba,-37;-37;-37;-36;-36;-36;-36;-36;-36;-39;-39;-42;-42;-42;-42;-37;-37;-37;-37;-35;-35;-35;-35,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2412,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;130;130;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;104;104;144;144;144;144;117;117;144;144;144;144,144,144,4
OPPO,PCHM30,11,WIFI,China Mobile,zhejiangsheng,hangzhoushi,22.5,9cd9cfb10c1924b51c60365148e8794d,-43;-43;-43;-43;-43;-43;-43;-40;-40;-40;-40;-40;-40;-41;-41;-41;-41;-41;-41;-40,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2412,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72,72,4
OPPO,PCLM50,11,WIFI,China Telecom,hubeisheng,wuhanshi,22.7,77e6ba96fd1dceed4d91bbc6c9c8fbd4,-33;-34;-34;-34;-34;-34;-34;-34;-34;-34;-34;-34;-34;-34;-34;-34;-34;-34;-34;-34;-34;-34,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2472,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144,144,4
vivo,V2046A,11,WIFI,China Mobile,guangdongsheng,dongguanshi,25.2,4939d2ce478a2a959ba2ced8d9a8ecc2,-55;-55;-55;-55;-55;-54;-54;-54;-54;-54;-54;-56;-56;-56;-56;-56;-56,144;144;144;144;144;104;104;104;104;104;104;144;144;144;144;144;144,FALSE,2447,39;39;39;39;39;52;52;52;52;52;52;39;39;39;39;39;39,144;144;144;144;144;104;104;104;104;104;104;144;144;144;144;144;144,144,144,4
vivo,V2049A,11,WIFI,China Mobile,neimengguzizhiqu,xinganmeng,73.1,64d664d839149c6b164e3531a4073126,-34;-34;-33;-33;-28,144;144;144;144;144,FALSE,2462,144;144;144;144;144,144;144;144;144;144,300,300,4
vivo,V2080A,11,WIFI,China Unicom,sichuansheng,leshanshi,20,da8f7800c392ba087e4eabcaba66e408,-35;-35;-35;-35;-35;-35;-34;-34;-34;-34;-34;-34;-33;-33;-33;-33;-33;-33;-34;-34;-34;-34,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2432,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,150,150,4
vivo,V2148A,11,WIFI,China Telecom,guangxizhuangzuzizhiqu,laibinshi,78.5,636c2e5115d20ae1743a2658efb2eced,-36;-33;-33;-36;-36;-36;-37;-37;-38;-38;-39;-39;-40;-40;-38;-38;-38,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2412,144;130;130;144;144;144;144;144;144;144;144;144;144;144;144;144;144,117;117;117;117;117;117;130;130;130;130;130;130;130;130;130;130;130,144,144,4
vivo,V2056A,11,WIFI,China Unicom,heilongjiangsheng,daxinganlingdiqu,61.8,41d61d57689da7477d290dd6253396a8,-43;-43;-43;-43;-45;-45;-45;-45;-47;-47;-43;-43;-45;-45;-45;-45;-45;-45;-46;-46;-55;-55,192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192;192,FALSE,2437,130;130;78;78;130;130;173;173;173;173;173;173;173;173;156;156;156;156;173;173;173;173,117;117;86;86;104;104;144;144;173;173;144;144;144;144;117;117;144;144;117;117;144;144,144,144,4
vivo,V1916A,11,WIFI,China Mobile,yunnansheng,zhaotongshi,109.7,fcbe6e39832de6256400968f3a18e1e3,-43;-43;-41;-41;-39;-39;-41;-41;-40;-40;-42;-42;-44;-44;-42;-42;-42;-42;-43;-43;-42;-42;-41,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2432,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,300,300,4
OPPO,PCAM00,11,WIFI,China Telecom,jiangsusheng,suzhoushi,64.6,dc3b50b0c8d87448001ab6c9eb5fd3de,-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2412,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,300,300,4
vivo,V2049A,11,WIFI,China Telecom,chongqingshi,chongqingshi,62.5,3cf99bc47cc6fc5e4197970ff31b4018,-68;-68;-68;-69;-69;-70;-70;-69;-69;-69;-69;-71;-71;-72;-72;-71;-71;-71;-71;-72;-72;-71,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2412,78;78;78;78;78;52;52;78;78;78;78;52;52;58;58;58;58;52;52;19;19;52,39;39;39;52;52;52;52;39;39;52;52;39;39;26;26;39;39;39;39;39;39;39,144,144,4
OPPO,PEHM00,11,WIFI,China Mobile,hunansheng,yongzhoushi,37.6,97ae3f4d5e64bb6ba2058c660b28a529,-44;-44;-44;-44;-45;-45;-45;-45;-45;-45;-45;-45;-45;-45;-45;-45;-45;-45;-45;-45;-45;-45,96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96,FALSE,2462,96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96,96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96,150,150,4
OPPO,PEXM00,11,WIFI,China Telecom,chongqingshi,chongqingshi,26.1,c7539e01d02d083ea53a2d495a5558fa,-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-50;-50;-50;-50;-50;-50;-51;-51;-51,96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96,FALSE,2412,96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96,96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96,150,150,4
OnePlus,IN2020,11,WIFI,China Unicom,fujiansheng,quanzhoushi,83.6,4a8b135c2a5098076ea15b0537a79427,-37;-37;-37,144;144;144,FALSE,2442,144;144;144,144;144;144,300,300,4
vivo,V2046A,11,WIFI,China Telecom,guangdongsheng,yangjiangshi,287.1,a351dbfee88c9f1237c82a51b9a3bdad,-40;-40;-42;-42;-43;-43;-42;-42;-42;-42;-41;-41;-38;-38;-38;-38;-41;-41;-37;-37;-35;-35,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5785,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,300,300,4
vivo,V2118A,11,WIFI,China Mobile,hubeisheng,jingzhoushi,90,8593f5f6b09384452ca7033b4243bc06,-57;-57;-57;-56;-56;-57;-57;-57;-57;-57;-57;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2412,104;104;104;130;130;144;144;117;117;130;130;130;130;130;130;130;130;117;117;130;130;130,104;104;104;104;104;104;104;104;104;117;117;104;104;104;104;104;104;104;104;104;104;104,144,144,4
vivo,V2055A,11,WIFI,China Unicom,hunansheng,hengyangshi,36.1,3615a15f77d9b811a7348ac881d007b4,-67;-67;-68;-68;-68;-68;-71;-71;-68;-68;-70;-70;-72;-72;-71;-71;-68;-68;-69;-69;-69;-69;-69,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2412,78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;52,52;52;78;78;78;78;78;78;52;52;52;52;52;52;39;39;52;52;39;39;52;52;52,300,300,4
vivo,V1981A,11,WIFI,China Mobile,yunnansheng,zhaotongshi,91.8,882070ed46d39b168d1b296e03d58066,-19;-19;-19;-17;-17;-17;-17;-16;-16;-17;-17;-21;-21;-25;-25;-35;-35;-35;-35;-35;-35;-33,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2452,144;144;144;144;144;144;144;144;144;130;130;144;144;144;144;144;144;144;144;52;52;144,144;144;144;117;117;117;117;104;104;104;104;52;52;58;58;26;26;144;144;78;78;130,300,300,4
vivo,V2080A,11,WIFI,China Unicom,sichuansheng,leshanshi,15.1,da8f7800c392ba087e4eabcaba66e408,-55;-55;-55;-55;-55;-55;-53;-53;-53;-53;-53;-53;-50;-50;-50;-50;-50;-50;-51;-51;-51;-51,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2432,1;1;1;1;1;1;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,150,150,4
vivo,V2164A,11,WIFI,China Telecom,zhejiangsheng,hangzhoushi,20.9,e96142365d4d54f6841b0b9659eb6a88,-73;-73;-73;-73;-73;-73;-73;-73;-73;-75;-75;-75;-75;-75;-75;-74;-74;-74;-74;-74;-74;-71,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2462,39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39,26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26,72,72,4
OPPO,PCAM00,11,WIFI,China Unicom,jiangsusheng,yangzhoushi,41.6,db2521616a4ecb18807ec64077c76b81,-36;-36;-36;-35;-35;-35;-35;-35;-35;-40;-40;-40;-40;-40;-40;-37;-37;-37;-37;-37;-37;-40,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2472,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144,144,4
OPPO,PDEM30,11,WIFI,China Telecom,heilongjiangsheng,daqingshi,27.8,feb68f3bcc5a8284663aec47d9c3df94,-65;-65;-65,192;192;192,FALSE,2412,192;192;192,192;192;192,300,300,4
OPPO,PCNM00,11,WIFI,China Unicom,henansheng,luoyangshi,25.1,d37bfd0b71f9472d7040ec1acc11f633,-45;-45;-45;-45;-45;-45;-45;-45;-45;-45;-45;-46;-46;-46;-46;-46;-46;-39;-39;-39;-39;-39,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2437,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144,144,4
OPPO,PEGM10,11,WIFI,China Telecom,anhuisheng,luanshi,55,074c9a66b242bf7e4685a3eb80a58bc6,-20;-20;-20;-20;-22;-22;-22;-22;-22;-22;-23,72;72;72;72;72;72;72;72;72;72;72,FALSE,2462,72;72;72;72;72;72;72;72;72;72;72,72;72;72;72;72;72;72;72;72;72;72,150,150,4
vivo,V2049A,11,WIFI,China Unicom,shandongsheng,binzhoushi,80.3,d50026d90123bbf9c6f9d53dd4c3a218,-64;-64;-64;-64;-61;-61;-63;-63;-58;-58;-63;-63;-55;-55;-59;-59;-49;-49;-48;-48;-48;-48,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2437,144;144;144;144;104;104;144;144;144;144;130;130;78;78;130;130;144;144;144;144;130;130,117;117;117;117;144;144;144;144;144;144;144;144;117;117;144;144;144;144;144;144;144;144,300,300,4
OnePlus,IN2020,11,WIFI,China Mobile,guangxizhuangzuzizhiqu,nanningshi,116.7,d8c914511f97fe845a96dbfd14e97fd9,-37;-37;-37;-37;-37;-37;-37;-39;-39;-39;-39;-39;-39;-37;-37;-37;-37;-37;-37;-39;-39;-39,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2432,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144,144,4
vivo,V1981A,11,WIFI,China Telecom,shanxisheng,xianshi,33.8,a5ab67c2f9ff875679c3725a96e0be7b,-44;-44;-44;-44;-44;-36;-36;-36;-36;-36;-36;-59;-59;-59;-59;-59,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2462,1;1;1;1;1;144;144;144;144;144;144;104;104;104;104;104,52;52;52;52;52;65;65;65;65;65;65;39;39;39;39;39,300,300,4
vivo,V2118A,11,WIFI,China Mobile,zhejiangsheng,shaoxingshi,19.3,731ff569bc720635b19fd559b45764e2,-32;-32;-31;-31;-36;-36;-36;-32;-32;-36;-36;-37;-37;-35;-35;-38;-38;-40;-40;-43;-43;-38,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2412,144;144;130;130;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,300,300,4
vivo,V2148A,11,WIFI,China Mobile,shanxisheng,xianshi,84,abd3011be573e0e8c28bfef91cbd7283,-35;-33;-33;-34;-34;-34;-34;-35;-35;-33;-33;-33;-33;-33;-33;-33;-33;-33;-33;-33;-33;-33,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2462,130;144;144;144;144;144;144;144;144;144;144;144;144;144;144;117;117;144;144;144;144;144,130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130,144,144,4
vivo,V1824BA,11,WIFI,China Unicom,liaoningsheng,shenyangshi,43.4,2350c982a65fd44b05a2f4d80ab55461,-31;-31;-31;-31;-31;-31;-31;-34;-34;-35;-35;-35;-35;-37;-37;-40;-40;-39;-39;-38;-38;-37,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2462,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,78;78;78;78;78;104;104;104;104;78;78;78;78;52;52;104;104;26;26;26;26;26,300,300,4
vivo,V1916A,11,WIFI,China Unicom,guangdongsheng,dongguanshi,37.1,82b04d9819869db3d59474775b22aa0d,-53;-53;-52;-52;-52;-52;-52;-52;-53;-53;-53;-53;-53;-53;-52;-52;-53;-53;-53;-53;-53;-53;-53,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2452,52;52;5;5;1;1;26;26;1;1;39;39;1;1;39;39;52;52;39;39;39;39;58,104;104;104;104;104;104;104;104;117;117;104;104;117;117;104;104;104;104;144;144;104;104;104,300,300,4
vivo,V2056A,11,WIFI,China Telecom,hubeisheng,wuhanshi,111.5,96be3d5f4ae420375128bfd7fa00443f,-30;-30;-29;-29;-33;-33;-34;-34;-34;-34;-31;-31;-31;-31;-31;-36;-36;-33;-33;-39;-39;-41,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2432,144;144;130;130;144;144;144;144;104;104;144;144;144;144;144;144;144;144;144;144;144;117,78;78;72;72;104;104;117;117;104;104;104;104;104;78;78;144;144;144;144;144;144;144,300,300,4
vivo,V1916A,11,WIFI,China Mobile,henansheng,puyangshi,51.3,e1a80028e37be7a44fe1a1435055c856,-49;-49;-49;-49;-49;-49;-49,144;144;144;144;144;144;144,FALSE,2467,130;130;130;130;130;104;104,117;117;117;58;58;52;52,300,300,4
OPPO,PDRM00,11,WIFI,China Unicom,henansheng,shangqiushi,72.4,e3ab8f9e907b7d6f1e718fb6101175b3,-40;-40;-42;-42;-42;-42;-42;-42;-44;-44;-44;-44;-44;-44;-46;-46;-46;-46;-46;-46;-47;-47,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2412,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,300,300,4
OPPO,PCAM00,11,WIFI,China Unicom,henansheng,xinyangshi,9.1,5dd3fa77c0918d8bbed0df8f637c7fce,-30;-27;-27;-27;-27;-27;-27;-31;-31;-31;-31;-31;-31;-31;-31;-31;-31;-31;-31;-31;-31;-31;-31;-31;-31,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2432,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,300,300,4
vivo,V2046A,11,WIFI,China Telecom,fujiansheng,fuzhoushi,100.2,f523018229444bc7f3caba5e9b7aa737,-41;-41;-41;-40;-40;-40;-40;-39;-39;-39;-39;-38;-38;-40;-40;-40;-40;-40;-40;-40;-40,144;144;144;144;144;117;117;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2412,58;58;58;144;144;117;117;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;117;117;144;144;144;144;144;144;144;144;144;144;144;144;144;144,300,300,4
Realme,RMX1901,11,WIFI,China Telecom,zhejiangsheng,zhoushanshi,17.7,c0e0b68bd6d7a200c2e84e7aada7f292,-58;-58;-58;-58;-58;-57;-57;-57;-57;-57;-57;-58;-58;-58;-58;-58,130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130,FALSE,2452,130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130,130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130,144,144,4
OPPO,PEEM00,11,WIFI,China Telecom,hebeisheng,shijiazhuangshi,47.9,b8a488a14b3f9896df5ecbf090823e9a,-66;-66;-66;-62;-62;-62;-62;-62;-62;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64,96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96,FALSE,2462,96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96,96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96,72,72,4
OPPO,PCGM00,11,WIFI,China Telecom,hebeisheng,shijiazhuangshi,35.9,87fe3621f3a4e70ee726ae0cbe76d5a0,-55;-55;-56;-56;-56;-56;-56;-56,144;144;144;144;144;144;144;144,FALSE,2457,144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144,300,300,4
vivo,V2148A,11,WIFI,China Telecom,zhejiangsheng,taizhoushi,93.9,2fda9b54585b8887d6117167a1a7a6cb,-38;-38;-38;-38;-38;-38;-38;-37;-37;-37;-37;-41;-41;-46;-46;-40;-40;-38;-38;-38;-38;-40,130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130,FALSE,2467,130;130;130;130;130;104;104;117;117;117;117;104;104;104;104;104;104;78;78;78;78;78,104;104;104;104;104;117;117;130;130;117;117;117;117;117;117;65;65;104;104;117;117;117,144,144,4
vivo,V1981A,11,WIFI,China Telecom,guangxizhuangzuzizhiqu,laibinshi,72,c32e86871757acf29418f7e96e162883,-39;-39;-34;-34;-39;-39;-40;-40;-33;-33;-37;-37;-29;-29;-32;-32;-36;-36;-30;-30;-28;-28;-27;-27;-37;-37;-33;-33;-25;-25;-30;-30;-24;-24;-32;-32;-27;-27,130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130,FALSE,2422,2;2;130;130;130;130;130;130;130;130;78;78;130;130;130;130;130;130;130;130;78;78;104;104;104;104;78;78;78;78;78;78;78;78;78;78;78;78,130;130;130;130;130;130;130;130;117;117;78;78;78;78;117;117;117;117;130;130;130;130;130;130;130;130;117;117;117;117;130;130;78;78;130;130;130;130,144,144,4
OPPO,PEDM00,11,WIFI,China Unicom,fujiansheng,fuzhoushi,30.8,e7d33825210ddef2378ab05c3dac2ce0,-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2462,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,300,300,4
