brand,model,os_version,network_type,user_isp_id,user_region_id,user_city_id,bandwidth_Mbps,user_uid,cell_asuLevel,cell_dbm,cell_level,cell_mcc,cell_mnc,cell_bands,cell_tac,cell_nrarfcn,cell_csiRsrp,cell_csiRsrq,cell_csiSinr,cell_ssRsrp,cell_ssRsrq,cell_ssSinr
vivo,V2072A,11,5G,China Mobile,sichuansheng,nanchongshi,431.3,7126ae85bfeed56741006c5873c9d84a,96,-44;-44,4,460,0,[],280372,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PDCM00,11,5G,China Telecom,hebeisheng,hengshuishi,500.8,1c7bf27bf55393042b20dfc164eee47a,96,-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],2359297,633984,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40
vivo,V2121A,11,5G,China Mobile,zhejiangsheng,wenzhoushi,289.6,1ea204146a8b9e4bf6071b6991ce2a6d,96,-44;-44;-44;-44;-44,4,460,0,[],125057,504990,-44,-3,2147483647,-44;-44;-44;-44;-44,-3;-3;-3;-3;-3,40;40;40;40;40
vivo,V2031A,10,5G,China Unicom,beijingshi,beijingshi,223,545058d98eea2acb2ecbcea746e60377,97,70;70,0,460,1,['Added in API level 30'],6301,627264,255,255,255,70;70,70;70,87;87
vivo,V2121A,11,5G,China Unicom,chongqingshi,chongqingshi,258.1,728e8e36a14aad81b19765d2114b1374,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,11,[],952,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PERM00,11,5G,China Unicom,guangdongsheng,zhongshanshi,206.8,f51ada0b7e5d19b096225e24995e433e,96,-44;-44;-44;-44;-44;-44;-44,4,460,1,[],8560128,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40
Xiaomi,21091116AC,11,5G,China Unicom,jiangxisheng,ganzhoushi,553.4,bebb450710b3168f1c8e1c22b954c9e7,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],7290891,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2162A,11,5G,China Unicom,guangxizhuangzuzizhiqu,wuzhoushi,309.7,843690b72fe9256990312f75a2c38058,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,11,[],2147483647,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2068A,11,5G,China Telecom,guangdongsheng,zhongshanshi,585.4,9f83364eba7bec1f373938a3528a7990,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],8557056,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PDYT20,11,5G,China Mobile,henansheng,luoyangshi,413.6,ed97cb8b9fd21292c862abfc16dc486b,96,-44;-44,4,460,0,[],4208672,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2131A,11,5G,China Mobile,jilinsheng,changchunshi,345,307bddbd1ab59f4ea59a1758a110ee78,96,-44;-44,4,460,0,[],4325393,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2031A,10,5G,China Mobile,guangdongsheng,shantoushi,83.4,0f1cd6cd31d3c41fc055f41e2adb91db,97,39;39,0,460,0,['Added in API level 30'],14702,504990,255,255,255,39;39,68;67,51;51
OPPO,PDCM00,11,5G,China Telecom,liaoningsheng,shenyangshi,357.7,c23a8b6174f5da46976e8764bb59fb49,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],1059843,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
Xiaomi,21091116AC,11,5G,China Unicom,hebeisheng,cangzhoushi,33.8,7995a8144530abaef56233d2511bc2bd,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],2343428,633984,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
Xiaomi,M2104K10AC,11,5G,China Unicom,yunnansheng,kunmingshi,224.5,4145eee6f84703f4a5b24f0a89af4b10,96,-44;-44,4,460,11,[],11275009,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PEQM00,11,5G,China Mobile,guizhousheng,zunyishi,312.2,22961ce89296be62d370c846ba76886b,96,-44;-44,4,460,0,[],6291979,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2072A,11,5G,China Mobile,guangdongsheng,maomingshi,68.3,ce650f08ea078f427bd10bdf2d2820b6,96,-44;-44,4,460,0,[],14,152650,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PFGM00,11,5G,China Mobile,jiangsusheng,xuzhoushi,36.3,f67728e4ac35237a7e9215227795fd0b,96,-44;-44;-44;-44,4,460,0,[],1049073,504990,-44,-3,2147483647,-44;-44;-44;-44,-3;-3;-3;-3,40;40;40;40
OPPO,PEPM00,11,5G,China Telecom,guangdongsheng,guangzhoushi,3.2,7ba1ab317960fa1149691f87c0a325d8,96,-44;-44,4,460,11,[],7726852,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
Xiaomi,M2004J7AC,11,5G,China Mobile,jiangsusheng,wuxishi,380.2,439811bb8cea35a2e28b98b81341386d,96,-44;-44,4,460,0,[],1048877,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PEMM00,11,5G,China Telecom,shanghaishi,shanghaishi,63.9,91d82dfb8038d4df2bc9f72e1fb3205e,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],5835306,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
Xiaomi,M2012K10C,11,5G,China Mobile,hubeisheng,wuhanshi,229.9,75956207748ad7aeb315bf57fe12f300,96,-44;-44,4,460,0,[],1574491,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PGCM10,11,5G,China Telecom,zhejiangsheng,wenzhoushi,328.8,76e05370703cc782e2e1b4c10599b79b,96,-44;-44;-44;-44;-44;-44;-44,4,460,11,[],5608192,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40
Xiaomi,21091116UC,11,5G,China Mobile,hainansheng,haikoushi,104.3,721d263ba25382afa691292ad20f3ccf,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],6422729,512910,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2162A,11,5G,China Mobile,liaoningsheng,shenyangshi,173.5,389362ba89ba9dd0028ee5aee2ab916b,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],372,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
Xiaomi,21091116C,11,5G,China Unicom,yunnansheng,kunmingshi,189.5,981e48bcb0c603b8f31bb0cdc1566d61,96,-44;-44,4,460,11,[],11273988,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2057A,10,5G,China Mobile,jiangsusheng,nanjingshi,1231.5,eda5f58a9fbd09b3b814cec138dbf822,97,79;79,0,460,0,['Added in API level 30'],100016,504990,255,255,255,79;79,84;84,89;89
OPPO,PEAM00,11,5G,China Telecom,zhejiangsheng,hangzhoushi,422.3,3250f2c3243767d7ca1234ac1777d0d7,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],5575424,633984,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PDYM10,10,5G,China Telecom,shandongsheng,qingdaoshi,885.2,66e1d8391b7b6df111bf62550d1dd388,97,73;73,0,460,1,['Added in API level 30'],340002,627264,255,255,255,73;73,81;81,90;90
vivo,V2057A,10,5G,China Unicom,beijingshi,beijingshi,578.7,4104392d99260e146f40e67df3b2e4d8,97,77;77;77;77;77;77;77;77;77;77;78;78;78;78;78;78;78;78;78;78;78,0,460,1,['Added in API level 30'],14003,627264,255,255,255,77;77;77;77;77;77;77;77;77;77;78;78;78;78;78;78;78;78;78;78;78,82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;83;83;83,82;82;82;82;82;80;80;80;80;80;79;79;79;79;77;77;77;77;89;89;89
vivo,V2131A,11,5G,China Unicom,guangdongsheng,huizhoushi,1.8,e9da7229a176d3c8c2a65fd731e7871e,96,-44;-44,4,460,11,[],7840770,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PDYM20,11,5G,China Mobile,jilinsheng,liaoyuanshi,342.1,fa0565731c11278989e0b56db9a47166,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],4325494,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PDYM20,11,5G,China Mobile,guangdongsheng,guangzhoushi,310.8,302cbac0046a10fb734c4870fda09d6b,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],1314960,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2072A,11,5G,China Telecom,hebeisheng,xingtaishi,366.9,81dcae91e4dbb7e0660b46c68585afba,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],22,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40
realme,RMX3350,11,5G,China Mobile,zhejiangsheng,jinhuashi,134.8,41d5bf7096ddf1f62cf913f6cd684102,96,-44;-44,4,460,0,[],1216546,152650,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2031A,10,5G,China Unicom,beijingshi,beijingshi,384.3,545058d98eea2acb2ecbcea746e60377,97,64;64;64;64;64;65;65;65;65;65;65;65;65;65;64;64;64;64;64;64;64;64,0,460,1,['Added in API level 30'],6301,627264,255,255,255,64;64;64;64;64;65;65;65;65;65;65;65;65;65;64;64;64;64;64;64;64;64,78;78;78;78;78;62;62;62;62;47;47;47;47;47;45;45;45;45;46;46;46;46,86;86;86;86;86;90;90;90;90;86;86;86;86;86;86;86;86;86;85;85;85;85
Xiaomi,22031116BG,11,5G,China Telecom,zhejiangsheng,jiaxingshi,492.9,7f8d5933cc0124f9715750567844734a,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,11,[],4968960,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2057A,10,5G,China Mobile,hebeisheng,handanshi,24.1,664b7b11115fec488d9f624599e9998a,97,63;63,0,460,0,['Added in API level 30'],220422,504990,255,255,255,63;63,81;81,80;80
vivo,V2031EA,10,5G,China Telecom,zhejiangsheng,taizhoushi,160.2,60fb595c4f878a3eeff2def0469dda6f,97,79;79;79;79;79;76;76;76;76;76;79;79;79;79;79;85;85;85;85;82;82;82,0,460,1,['Added in API level 30'],56,627264,255,255,255,79;79;79;79;79;76;76;76;76;76;79;79;79;79;79;85;85;85;85;82;82;82,87;87;87;87;87;77;77;77;77;77;80;80;80;80;80;80;80;80;80;80;80;80,90;90;90;90;90;85;85;85;85;85;93;93;93;93;93;99;99;99;99;91;91;91
OPPO,PDYM20,11,5G,China Mobile,henansheng,luoyangshi,332.4,70a3ce7d6325cc1c3d58f46c4a6519f8,96,-44;-44,4,460,0,[],4209041,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PDYM10,10,5G,China Telecom,shandongsheng,qingdaoshi,880.9,66e1d8391b7b6df111bf62550d1dd388,97,69;69,0,460,1,['Added in API level 30'],340002,627264,255,255,255,69;69,80;80,88;88
OPPO,PFVM10,11,5G,China Mobile,jiangxisheng,ganzhoushi,416.1,be2850c3502fc9d558ac3cd300ac7322,96,-44;-44,4,460,0,[],3147024,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PERM00,11,5G,China Mobile,shandongsheng,ziboshi,564,a576c8d527af336e8e3d3d30087d1cbe,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],6818576,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
realme,RMX3115,11,5G,China Mobile,hebeisheng,shijiazhuangshi,198.4,cf0ca47ca6ac74420010aeb38963a720,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],2228534,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
realme,RMX2121,10,5G,China Telecom,heilongjiangsheng,haerbinshi,252.3,0da4a3d09ca511e0335ce097e350ac60,97,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,0,460,1,['Added in API level 30'],9,633984,255,255,255,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,81;81;81;81;81;81;81;81;81;81;81;81;81;81;80;80;80;80;80;80;80;80,68;68;68;68;68;68;68;68;68;68;68;68;68;68;71;71;71;71;71;71;71;71
OPPO,PEQM00,11,5G,China Mobile,jiangsusheng,wuxishi,152.3,dab37bd8b4bf8209c88a911bc140c788,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],1048864,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40
OPPO,PDYM20,11,5G,China Telecom,guangdongsheng,yunfushi,1022.3,68e9f0dbfb3866703c57c50508c6fa0f,96,-44;-44,4,460,1,[],8624130,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2061A,10,5G,China Telecom,shandongsheng,qingdaoshi,250.4,23a620d8cbe2198b0d1d627d71a388f5,97,79;79;79;82,0,460,1,['Added in API level 30'],340002,627264,255,255,255,79;79;79;82,81;81;81;81,66;66;66;72
vivo,V2068A,11,5G,China Mobile,hunansheng,chenzhoushi,168.9,7a74794ec2b6fcf13b4f34902c54b874,96,-44;-44,4,460,0,[],6684786,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
Xiaomi,M2004J7BC,11,5G,China Telecom,anhuisheng,fuyangshi,2.6,3192d09989f40fa5bd9c9c85515ea6d7,96,-44;-44,4,460,11,[],6964737,427210,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PFGM00,11,5G,China Unicom,jilinsheng,sipingshi,463.6,450be844e6326f6762231050558ffe8e,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],582912,633984,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PEPM00,11,5G,China Unicom,weizhi,weizhi,91.3,1d4cf79d0e2aad615924ee6577ac9567,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],4210432,422890,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PEQM00,11,5G,China Mobile,shandongsheng,weifangshi,308,58087cd45cd73f1055c320ad8b5c4ec5,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],6816785,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
Xiaomi,M2012K10C,11,5G,China Telecom,beijingshi,beijingshi,595.4,42ef6594daab1c9e12343df9f5230794,96,-44;-44,4,460,1,[],73759,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
Xiaomi,21091116UC,11,5G,China Mobile,gansusheng,lanzhoushi,453.1,17c03cc357ac9311f370f3254c284d38,96,-44;-44,4,460,0,[],3670052,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2133A,11,5G,China Mobile,guangdongsheng,dongguanshi,33.6,814f24f66c40da88372462d4b4dd67ac,96,-44;-44;-44;-44;-44;-44,4,460,0,[],14307,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3,40;40;40;40;40;40
vivo,V2057A,10,5G,China Mobile,heilongjiangsheng,mudanjiangshi,96.9,98f31841c744d52feb92635b265f6288,97,59;59,0,460,0,['Added in API level 30'],64457,152650,255,255,255,59;59,82;82,82;82
realme,RMX2121,11,5G,China Unicom,shanxisheng,xianshi,370.5,2fb1ad37cfa5eb47a52e6d94a210856e,96,-44;-44,4,460,11,[],12345365,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2057A,10,5G,China Telecom,henansheng,xinxiangshi,42.8,b0d65c863a4d9cd1813ff987db4eeaa7,97,53;53,0,460,1,['Added in API level 30'],403200,422890,255,255,255,53;53,77;77,65;65
vivo,V2068A,11,5G,China Mobile,guangdongsheng,guangzhoushi,198.3,449b9d95dd9c73a29188bbfa98a1c2db,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],1314946,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40
Xiaomi,M2104K10AC,11,5G,China Telecom,heilongjiangsheng,daqingshi,127.6,5c26ad9894d7e159a617ed70769540fb,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],10196737,427970,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PFGM00,11,5G,China Mobile,guangdongsheng,foshanshi,156.9,7e10b5b6b9ac2d3660ec0564398f0aa0,96,-44;-44,4,460,0,[],1327157,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
realme,RMX2200,10,5G,China Telecom,heilongjiangsheng,haerbinshi,590.5,9be8bafe69b011ad662cc69e8c0a735d,97,82;82;82;82;82;80;80;80;80;80;80;80;80;80;80;80;80;81;81;81;81;81,0,460,1,['Added in API level 30'],9,633984,255,255,255,82;82;82;82;82;80;80;80;80;80;80;80;80;80;80;80;80;81;81;81;81;81,84;84;84;84;84;85;85;85;85;85;85;85;85;84;84;84;84;84;84;84;84;84,108;108;108;108;108;106;106;106;106;106;106;106;106;105;105;105;105;107;107;107;107;109
OPPO,PERM00,11,5G,China Mobile,guangdongsheng,zhuhaishi,896.2,9ba1215ee1963c75336bf220a124d98e,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],1359879,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40
Xiaomi,M2104K10AC,11,5G,China Mobile,henansheng,zhumadianshi,182.3,ba16ca5a69f90c202f36054840264b39,96,-44;-44,4,460,0,[],4208683,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PEQM00,11,5G,China Unicom,jiangxisheng,ganzhoushi,272.9,4fa445fe44438e2f69f0edc4187a22dd,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],7290884,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
Xiaomi,M2007J22C,11,5G,China Telecom,gansusheng,lanzhoushi,4.1,c927ba5a8d7a640ba885f9bfc495b461,96,-44;-44,4,460,11,[],2884586,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
realme,RMX3350,11,5G,China Telecom,hubeisheng,wuhanshi,354.6,67306fcda330f1df41867128eda8da19,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],9351441,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2057A,10,5G,China Telecom,guangdongsheng,qingyuanshi,26.3,f286b48c6aafab07a39fda496cfe758b,97,62;62;62;62;62;61;61,0,460,11,['Added in API level 30'],788001,627264,255,255,255,62;62;62;62;62;61;61,76;76;76;76;76;73;73,54;54;54;54;54;54;54
vivo,V2061A,10,5G,China Mobile,jiangsusheng,taizhoushi,830.9,cd117f06022069aaa25d01de0c6caba9,97,61;61,0,460,0,['Added in API level 30'],10036,504990,255,255,255,61;61,71;71,62;62
