brand,model,os_version,network_type,user_isp_id,user_region_id,user_city_id,bandwidth_Mbps,user_uid,cell_asuLevel,cell_dbm,cell_level,cell_mcc,cell_mnc,cell_bands,cell_tac,cell_nrarfcn,cell_csiRsrp,cell_csiRsrq,cell_csiSinr,cell_ssRsrp,cell_ssRsrq,cell_ssSinr
OPPO,PDCM00,11,5G,China Telecom,hebeisheng,hengshuishi,295.3,1c7bf27bf55393042b20dfc164eee47a,96,-44;-44,4,460,1,[],2359297,633984,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PEAM00,11,5G,China Unicom,guangdongsheng,zhongshanshi,27.2,ebfa4b035f2a781adabc079909ec66f0,96,-44;-44,4,460,1,[],8564224,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PDCM00,11,5G,China Telecom,hebeisheng,hengshuishi,546.2,1c7bf27bf55393042b20dfc164eee47a,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],2359297,633984,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
Xiaomi,M2104K10AC,11,5G,China Mobile,zhejiangsheng,shaoxingshi,34.8,a9c8a40e8c4ec3300be94ceb2a758ced,96,-44;-44,4,460,0,[],1229061,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
Xiaomi,M2104K10AC,11,5G,China Mobile,henansheng,jiaozuoshi,340,5caeb7bf8d3d9a916a93a7e379384e08,96,-44;-44,4,460,0,[],4208850,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
realme,RMX2117,11,5G,China Mobile,fujiansheng,fuzhoushi,3.6,8dae425d0186aeb0ada04e0f4d743a5e,96,-44;-44;-44;-44;-44;-44,4,460,0,[],3301537,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3,40;40;40;40;40;40
Xiaomi,21091116AC,11,5G,China Telecom,hebeisheng,shijiazhuangshi,341.3,39e083201f591b6210599a3002ad9612,96,-44;-44,4,460,1,[],2233089,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PDYM20,11,5G,China Mobile,shanxisheng,lvliangshi,109.3,aa2c4ad9e52235aa2a6f888c228ce465,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],7373569,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2163A,11,5G,China Mobile,guangdongsheng,shenzhenshi,305.9,76a969ae36ff41ccf39103c4a25fd99f,96,-44;-44;-44,4,460,0,[],14219,504990,-44,-3,2147483647,-44;-44;-44,-3;-3;-3,40;40;40
OPPO,PEQM00,11,5G,China Unicom,henansheng,taheshi,297.3,7637056b139d349a0860f2eb86f02388,96,-44;-44;-44;-44,4,460,1,[],4233728,633984,-44,-3,2147483647,-44;-44;-44;-44,-3;-3;-3;-3,40;40;40;40
Xiaomi,M2012K10C,11,5G,China Telecom,hebeisheng,shijiazhuangshi,55.3,0c9bbd97a579f4140f1f35e9b668565b,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,11,[],2822658,427970,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V1986A,11,5G,China Telecom,zhejiangsheng,jinhuashi,197.9,24b7223b58a54a59a92a670ff85bd62a,96,-44;-44,4,460,11,[],4989440,633984,-44,-3,2147483647,-44;-44,-3;-3,40;40
Xiaomi,M2007J22C,11,5G,China Mobile,guangdongsheng,qingyuanshi,257.8,959e445e401372ed8b7844b694d582d0,96,-44;-44,4,460,0,[],1333532,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PDYM20,11,5G,China Unicom,ningxiahuizuzizhiqu,wuzhongshi,29.7,430779266772cefab8028e834171a5c8,96,-44;-44;-44,4,460,11,[],12787456,627264,-44,-3,2147483647,-44;-44;-44,-3;-3;-3,40;40;40
Xiaomi,M2104K10AC,11,5G,China Unicom,guangdongsheng,dongguanshi,365.4,6a7d09349a90c54960c064fbc6afd2ae,96,-44;-44,4,460,11,[],7800322,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2072A,11,5G,China Mobile,guangdongsheng,jieyangshi,214.8,cd74d03065d1323d15e346672e9f3897,96,-44;-44,4,460,0,[],14,155770,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PELM00,11,5G,China Mobile,guangdongsheng,maomingshi,295.6,05ef1516ea52c6f48467f7dea810c52a,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],1351946,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
realme,RMX3350,11,5G,China Unicom,shanxisheng,yunchengshi,218.8,932a3812fd642b95163bb8fcffdcfe29,96,-44,4,460,1,[],10586880,633984,-44,-3,2147483647,-44,-3,40
OPPO,PDCM00,11,5G,China Telecom,hebeisheng,hengshuishi,355.6,1c7bf27bf55393042b20dfc164eee47a,96,-44;-44,4,460,1,[],2359297,633984,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2162A,11,5G,China Mobile,jiangsusheng,wuxishi,364.4,d1f037a6e9abba9eb16de611fa6dfc67,96,-44;-44,4,460,0,[],1000,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PEMM20,11,5G,China Telecom,henansheng,sanmenxiashi,202.7,24751e442dee717ed51461096b02cea5,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],4231936,633984,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2121A,11,5G,China Mobile,weizhi,weizhi,123.4,0eb2b03cca39be54d1d18b6569be91bd,96,-44;-44;-44;-44,4,460,0,[],680007,152650,-44,-3,2147483647,-44;-44;-44;-44,-3;-3;-3;-3,40;40;40;40
vivo,V2057A,10,5G,China Mobile,shanxisheng,yunchengshi,180.7,aedeec20e9f77c25fba03281e8c14b9e,97,81;81;79;79;79;79;79;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77,0,460,0,['Added in API level 30'],70,152650,255,255,255,81;81;79;79;79;79;79;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77,76;76;81;81;81;81;81;59;59;59;59;55;55;55;55;55;55;55;55;56;56;56,99;99;100;100;100;100;100;88;88;88;88;86;86;86;86;86;86;86;86;86;86;86
vivo,V2156A,11,5G,China Unicom,chongqingshi,chongqingshi,602.8,4436ff20686c55849945d14bc44d9326,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,11,[],9782016,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
Xiaomi,M2006J10C,11,5G,China Unicom,weizhi,weizhi,84.7,c67be5cf2c3325842ee08f1fd32566fb,96,-44,4,460,11,[],983040,633984,-44,-3,2147483647,-44,-3,40
vivo,V2068A,11,5G,China Telecom,guangdongsheng,guangzhoushi,458.3,67e288adceb43bb512084ad60a43f06e,96,-44;-44,4,460,1,[],8464386,633984,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PEQM00,11,5G,China Mobile,weizhi,weizhi,194.7,3932b07a76556c0ca6237510050bf486,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],2230289,152890,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PEQM00,11,5G,China Mobile,shandongsheng,yantaishi,591.1,1c1bd040e9df037b761d670355f50fd0,96,-44;-44,4,460,0,[],6817048,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
realme,RMX3350,11,5G,China Telecom,sichuansheng,chengdushi,316.8,7794e107f96caca2763da6774cdfa02b,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],2622478,154810,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2133A,11,5G,China Telecom,chongqingshi,chongqingshi,14.2,76e8e2e2be362bbd03faf79f08533dd3,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],9,427970,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
realme,RMX2121,11,5G,China Telecom,shanghaishi,shanghaishi,108.9,fd51153ae900e2fb730e5f04037d80e2,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],6047744,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
Xiaomi,21091116C,11,5G,China Mobile,xinjiangweiwuerzizhiqu,wulumuqishi,112.2,e6e2828826bc74bf31038ebcd78b7af6,96,-44;-44,4,,,[],2147483647,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
realme,RMX3350,11,5G,China Telecom,shanghaishi,shanghaishi,277.7,21d7b79a5df7dd72600b2b9a634a9e90,96,-44;-44,4,460,1,[],5835013,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
realme,RMX3122,11,5G,China Unicom,guangdongsheng,dongguanshi,13.6,29d2db2af9f5699e23324424ca092c58,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,11,[],7804160,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
Xiaomi,M2012K10C,11,5G,China Unicom,guangxizhuangzuzizhiqu,nanningshi,547.7,30d9c8d1bc58c4b1b761b58518debc7b,96,-44;-44,4,460,11,[],11731714,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2031EA,10,5G,China Telecom,hebeisheng,shijiazhuangshi,76,e37adc2b3b7b6afb36fab62550155062,97,67;67;67;67;65;65;65;65,0,460,1,['Added in API level 30'],2,627264,255,255,255,67;67;67;67;65;65;65;65,77;77;77;77;55;55;55;55,58;58;58;58;53;53;53;53
realme,RMX3031,11,5G,China Unicom,zhejiangsheng,huzhoushi,255,4d34fa3f73293007f56e59df9c71be6d,96,-44;-44;-44,4,460,11,[],4974848,627264,-44,-3,2147483647,-44;-44;-44,-3;-3;-3,40;40;40
Xiaomi,M2004J7BC,11,5G,China Mobile,zhejiangsheng,ningboshi,356.8,579adec8fa4978641b312b288ca3c0cd,96,-44;-44,4,460,0,[],1191954,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PEPM00,11,5G,China Mobile,guangdongsheng,guangzhoushi,298.1,140964108aa1d6602c3c6e9557e62501,96,-44;-44,4,460,0,[],1315401,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
Xiaomi,M2007J22C,11,5G,China Mobile,sichuansheng,neijiangshi,495.1,d53dd71be66e17a0460019333b592ce0,96,-44;-44,4,460,0,[],2621955,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2048A,11,5G,China Telecom,hubeisheng,wuhanshi,127,b73e171b026379cc0545f356b87ec0df,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],9707525,633984,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2057A,10,5G,China Telecom,hebeisheng,handanshi,123.2,c955ec3eae00de93e02bd251f741f726,97,64;64;64;64;64;61;61;61;61;61;61;61;61;61;61;62;62;62;62;65;65;65,0,460,11,['Added in API level 30'],22,427010,255,255,255,64;64;64;64;64;61;61;61;61;61;61;61;61;61;61;62;62;62;62;65;65;65,83;83;83;83;83;53;53;53;53;53;73;73;73;73;73;54;54;54;54;59;59;59,52;52;52;52;52;43;43;43;43;43;54;54;54;54;54;50;50;50;50;53;53;53
Xiaomi,M2104K10AC,11,5G,China Mobile,guangxizhuangzuzizhiqu,nanningshi,525.4,feddc5f51370c3b4fc6fdcaa42e7bcdc,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],3407920,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2133A,11,5G,China Mobile,guangdongsheng,shenzhenshi,190.2,01a60dd06fac78cc80c6f824b01b0598,96,-44;-44,4,460,0,[],1421,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2057A,10,5G,China Telecom,gansusheng,longnanshi,270.7,ac6e2ca30eb4e34f81442defd204f15f,97,75;75;75;75;76;76;76;76;76;76;76;76;76;74;74;74;74;75;75;75;75;75;74,0,460,1,['Added in API level 30'],2,627264,255,255,255,75;75;75;75;76;76;76;76;76;76;76;76;76;74;74;74;74;75;75;75;75;75;74,69;69;69;69;72;72;72;72;72;70;70;70;70;73;73;73;73;71;71;71;71;71;70,59;59;59;59;55;55;55;55;55;53;53;53;53;55;55;55;55;59;59;59;59;59;57
Xiaomi,M2012K10C,11,5G,China Unicom,guangdongsheng,yangjiangshi,356.7,5b45a9f206477e02402ea2ac0701d929,96,-44;-44,4,460,1,[],8627712,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2072A,11,5G,China Unicom,guangdongsheng,chaozhoushi,337.5,1f0a7f5ce283058cdebea3b1a6c3ac14,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],782,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
Xiaomi,21091116AC,11,5G,China Unicom,jiangxisheng,ganzhoushi,566.1,bebb450710b3168f1c8e1c22b954c9e7,96,-44;-44;-44;-44,4,460,1,[],7290891,627264,-44,-3,2147483647,-44;-44;-44;-44,-3;-3;-3;-3,40;40;40;40
Xiaomi,M2104K10AC,11,5G,China Telecom,jiangxisheng,nanchangshi,221.6,da82829a96e7ffb13b1b1c7dac71b2d8,96,-44;-44,4,460,11,[],7209477,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PEMM00,11,5G,China Unicom,liaoningsheng,shenyangshi,354.3,ae8b5582282c5c778fff392318f3825e,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],1062915,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40
vivo,V2061A,10,5G,China Mobile,henansheng,xinyangshi,292,8f90722854607444c3e8576255376be4,97,80;80,0,460,0,['Added in API level 30'],40294,504990,255,255,255,80;80,92;92,88;88
realme,RMX3350,11,5G,China Telecom,shanghaishi,shanghaishi,21,21d7b79a5df7dd72600b2b9a634a9e90,96,-44;-44,4,460,11,[],5836034,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
Xiaomi,M2104K10AC,11,5G,China Telecom,jiangxisheng,jiujiangshi,192.3,15205bae0749ee1cd43840d05ea65fc3,96,-44;-44,4,460,11,[],7232257,428910,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2031A,10,5G,China Unicom,heilongjiangsheng,jixishi,282.4,ce23d11ee0a9323faad64b2c541ac331,97,72;72;72;72;84;84;84;84;84;73;73;73;73;73;74;74;74,0,460,1,['Added in API level 30'],9,633984,255,255,255,72;72;72;72;84;84;84;84;84;73;73;73;73;73;74;74;74,81;81;81;81;78;78;78;78;78;73;73;73;73;73;74;74;74,60;60;60;60;80;80;80;80;80;50;50;50;50;50;57;57;57
OPPO,PDCM00,11,5G,China Telecom,hebeisheng,hengshuishi,127,1c7bf27bf55393042b20dfc164eee47a,96,-44;-44,4,460,1,[],2359297,633984,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PEPM00,11,5G,China Mobile,henansheng,zhengzhoushi,338.9,ecaa6170438300020d73bf4a7ec97fc6,96,-44;-44;-44;-44,4,460,0,[],4208532,504990,-44,-3,2147483647,-44;-44;-44;-44,-3;-3;-3;-3,40;40;40;40
vivo,V1986A,11,5G,China Unicom,jiangsusheng,suzhoushi,215.9,aa3b17539f7d57ddc301bb7f751d53b5,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],14557186,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PDSM00,11,5G,China Mobile,fujiansheng,zhangzhoushi,354.9,2a8b2924b9d693fb61347b9857b655f2,96,-44;-44,4,460,0,[],3301612,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2121A,11,5G,China Unicom,guangdongsheng,guangzhoushi,420.4,2e3f0601a63ec2f9b1bdc196a4ae5298,96,-44;-44,4,460,1,[],750002,633984,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2057A,10,5G,China Telecom,hunansheng,yueyangshi,385.7,a6a81c8c51a613e932858bc93d0c067f,97,67;67,0,460,11,['Added in API level 30'],880050,627264,255,255,255,67;67,73;73,47;47
realme,RMX3350,11,5G,China Unicom,guangdongsheng,shaoguanshi,551.8,63698373820229480ec8fe0beed16357,96,-44;-44,4,460,0,[],1354017,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PEQM00,11,5G,China Mobile,xinjiangweiwuerzizhiqu,hetiandiqu,0.4,d5ff95294c0e740d5ec7e78ec1b4889e,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],5816327,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V1986A,11,5G,China Telecom,zhejiangsheng,shaoxingshi,365.5,2a9fd27455f09398e7dab7ab468709a2,96,-44;-44,4,460,1,[],5640704,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
Xiaomi,M2012K10C,11,5G,China Mobile,shanxisheng,ankangshi,60.4,21a389aed7bc617fccd362a617e200d0,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],7473453,154570,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PEPM00,11,5G,China Telecom,zhejiangsheng,jinhuashi,45.4,7809d6dfe9a0bfba17a69036ec19e9fc,96,-44;-44,4,460,1,[],5647104,633984,-44,-3,2147483647,-44;-44,-3;-3,40;40
Xiaomi,M2012K10C,11,5G,China Unicom,guangdongsheng,yangjiangshi,337.4,5b45a9f206477e02402ea2ac0701d929,96,-44;-44;-44;-44;-44;-44;-44,4,460,1,[],8627712,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40
Xiaomi,M2004J7BC,11,5G,China Mobile,chongqingshi,chongqingshi,360.6,29b863d16077a941db488ac55c48b394,96,-44;-44,4,460,0,[],2490527,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2031A,10,5G,China Unicom,beijingshi,beijingshi,240.1,545058d98eea2acb2ecbcea746e60377,97,67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;66;66;66;66;66;66,0,460,1,['Added in API level 30'],6301,627264,255,255,255,67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;66;66;66;66;66;66,71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;56;56;56;56;56;56,89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;90;90;90;90;90;90
Xiaomi,M2007J22C,10,5G,China Mobile,guangdongsheng,zhongshanshi,64.2,c555c23fe2c67492b361c56f67520fc2,97,255;255,0,460,0,['Added in API level 30'],14900,504990,255,255,255,44;44,76;76,60;60
vivo,V2072A,11,5G,China Mobile,hebeisheng,hengshuishi,364.1,35f45d6c25c80cf6843634e24f33b797,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],220713,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PDYM20,10,5G,China Telecom,hainansheng,haikoushi,76.4,0c329fd6df89befb8497fd7228f6a3b1,97,73;73;73;73;73;72;72;72;72;72;67;67;67;67;67;67;67;67;67;67;67;67,0,460,11,['Added in API level 30'],2147483647,422910,255,255,255,73;73;73;73;73;72;72;72;72;72;67;67;67;67;67;67;67;67;67;67;67;67,80;80;80;80;80;72;72;72;72;72;68;68;68;68;68;68;68;68;68;68;68;68,65;65;65;65;65;65;65;65;65;65;50;50;50;50;50;50;50;50;50;50;50;50
realme,RMX2117,11,5G,China Mobile,fujiansheng,fuzhoushi,192.5,8dae425d0186aeb0ada04e0f4d743a5e,96,-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,11,[],6163457,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40
vivo,V2061A,10,5G,China Unicom,guizhousheng,bijieshi,116.7,4d63002f0936d781290a687b0a40bb46,97,76;76;76;76;77;77;77;77;77;76;76;76;76;76;76;76;76;76;76;76,0,460,11,['Added in API level 30'],2147483647,422930,255,255,255,76;76;76;76;77;77;77;77;77;76;76;76;76;76;76;76;76;76;76;76,77;77;77;77;71;71;71;71;71;70;70;70;70;70;69;69;69;69;69;71,50;50;50;50;52;52;52;52;52;49;49;49;49;49;50;50;50;50;50;50
Xiaomi,M2104K10AC,11,5G,China Unicom,yunnansheng,kunmingshi,544.3,4145eee6f84703f4a5b24f0a89af4b10,96,-44;-44;-44;-44,4,460,11,[],11275009,627264,-44,-3,2147483647,-44;-44;-44;-44,-3;-3;-3;-3,40;40;40;40
