brand,model,os_version,network_type,user_isp_id,user_region_id,user_city_id,bandwidth_Mbps,user_uid,wifi_rssi,wifi_linkSpeed,wifi_hiddenSSID,wifi_frequency,wifi_rxLinkSpeedMbps,wifi_txLinkSpeedMbps,wifi_maxSupportedRxLinkSpeedMbps,wifi_maxSupportedTxLinkSpeedMbps,wifi_wifiStandard
vivo,V2111A,11,WIFI,China Telecom,guangxizhuangzuzizhiqu,nanningshi,195.8,653b57f917af898d1959878e07300657,-60;-60;-60;-60;-54;-54;-54;-54;-54;-54;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,FALSE,5180,292;292;292;292;351;351;351;351;351;351;292;292;292;292;292;292;292;292;292;292;292;292,234;234;234;234;325;325;325;325;325;325;263;263;263;263;263;263;325;325;325;325;325;325,433,433,5
vivo,V2072A,11,WIFI,China Telecom,guangdongsheng,zhongshanshi,190.1,50124472866ffaa833ee562238e08bdd,-37;-37;-37;-37;-37;-37;-34;-34;-33;-33;-34;-34;-35;-35;-35;-35;-37;-37;-34;-34;-36;-36,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,FALSE,5745,6;6;433;433;433;433;6;6;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433,433,5
vivo,V2049A,11,WIFI,China Mobile,jiangsusheng,suzhoushi,239.2,438f814d3c6d6521f2cd112e9ba21214,-68;-68;-67;-67;-68;-68;-68;-68;-65;-65;-65;-65;-65;-65;-64;-64,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5745,234;234;263;263;58;58;52;52;263;263;292;292;292;292;234;234,234;234;234;234;234;234;351;351;263;263;234;234;234;234;351;351,866,866,5
OPPO,PEGM10,11,WIFI,China Telecom,hebeisheng,handanshi,331.5,50dab1dde83aeeb6cc677949ea5f04d0,-37;-37;-37;-37;-38;-38;-38;-38;-38;-38;-39;-39;-39;-39;-39;-39;-28;-28;-28;-28;-28;-28,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,FALSE,5180,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433,433,5
vivo,V1824A,11,WIFI,China Unicom,hebeisheng,shijiazhuangshi,164.7,110f44d29d4ef168cb6eb568c21c84fe,-71;-69;-69;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,FALSE,5180,195;195;195;234;234;234;234;234;260;260;260;260;234;234;260;260;260;260;117;117;117;117,117;117;117;175;175;117;117;117;175;175;175;175;58;58;87;87;40;40;175;175;117;117,433,433,5
vivo,V2047A,11,WIFI,China Telecom,jiangxisheng,yichunshi,561.4,b4b3b6176cf426ecf548bda01f42dd31,-45;-45;-45;-42;-42;-41;-41;-41;-41;-40;-40;-40;-40;-40;-39;-39;-39;-39;-39;-39;-38;-38,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5785,866;866;866;702;702;780;780;780;780;702;702;702;780;780;866;866;702;702;780;780;780;780,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866,866,5
vivo,V2136A,11,WIFI,China Unicom,liaoningsheng,panjinshi,443.5,74a47ad18aec2181f43938cb3f930d92,-29;-29;-29;-25;-25;-27;-27;-26;-26;-29;-29;-27;-27;-26;-26;-26;-25;-25;-26;-26;-28;-28,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5785,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866,866,5
vivo,V1936A,11,WIFI,China Mobile,chongqingshi,chongqingshi,137,8a1cd27443f41793aa5924132522bffb,-23;-23;-22;-22;-23;-23;-23;-23;-23;-23;-24;-24;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,FALSE,5180,433;433;433;433;433;433;433;433;390;390;325;325;325;325;433;433;390;390;351;351;351;351,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433,433,5
OPPO,PDRM00,11,WIFI,China Unicom,anhuisheng,wuhushi,469.4,cc838f0cc86c08b184593b5b0ea1e11f,-38;-38;-38;-38;-38;-36;-36;-36;-36;-36;-36;-36;-36;-36;-36;-36;-36;-36;-36;-36;-36;-36,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5785,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866,866,5
OPPO,PDNM00,11,WIFI,China Mobile,hubeisheng,huangshishi,83.8,6729b1b076b2425a1e564a98ccbf547c,-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5180,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866,866,5
vivo,V1936A,11,WIFI,China Mobile,chongqingshi,chongqingshi,152.2,8a1cd27443f41793aa5924132522bffb,-33;-33;-33;-35;-35;-34;-34;-34;-34;-35;-35;-31;-31;-29;-29;-29;-29;-29;-30;-30;-32;-32,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,FALSE,5180,433;433;433;390;390;325;325;433;433;390;390;390;390;433;433;390;390;390;433;433;433;433,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433,433,5
vivo,V2055A,11,WIFI,China Unicom,neimengguzizhiqu,eerduosishi,230.7,f897ce6e81cdbbf72e580b3e7912cb4d,-44;-44;-44;-43;-43;-46;-46;-46;-46;-45;-45;-47;-47;-46;-46;-45;-45;-46;-46;-46;-46;-44,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5805,6;6;6;866;866;866;866;780;780;866;866;866;866;866;866;866;866;866;866;866;866;780,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;780;780;866;866;866;866;866,866,866,5
vivo,V1981A,11,WIFI,China Telecom,zhejiangsheng,shaoxingshi,111.9,51786576d2ef0c216885df989e9b463a,-34;-34;-34;-25;-25;-24;-24;-24;-24;-23;-23;-23;-23;-23;-23;-24;-24;-24;-24;-24;-24;-24,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5745,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866,866,5
OnePlus,KB2000,11,WIFI,China Mobile,zhejiangsheng,jinhuashi,212.8,f5f9a1130e98c81ec1a6ec1277b0acb8,-41;-41;-41;-38;-38;-38;-38;-38;-38;-42;-42;-42;-42;-42;-42;-42;-42;-42,400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400,FALSE,5180,400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400,400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400,400,400,5
OPPO,PDPM00,11,WIFI,China Telecom,henansheng,zhumadianshi,388.6,1bb34e80a51a02f3c7f87b78071e71cf,-47;-47;-47;-47;-47;-47;-47;-47;-47;-47;-47;-47;-47;-47;-47;-47;-47;-47;-47;-46;-46;-46,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5745,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866,866,5
vivo,V1824A,11,WIFI,China Mobile,guangdongsheng,dongguanshi,308.1,8d734d691bff40f5d9675ba0e2e5bc13,-25;-25;-26;-26;-26;-26;-26;-26;-28;-28;-28;-28;-28;-28;-28;-28;-28;-28;-28;-28,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,FALSE,5200,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433,433,5
OPPO,PCHM30,11,WIFI,China Mobile,guangdongsheng,jiangmenshi,192.7,0579306a5f78bcba15487110ceec17bb,-54;-54;-54;-54;-54;-54;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-55;-55;-55;-55,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,FALSE,5240,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433,433,5
vivo,V2049A,11,WIFI,China Telecom,zhejiangsheng,taizhoushi,109.7,4be0b3a22c0357089d88ca220661bd67,-32;-32;-32;-32;-33;-33;-35,866;866;866;866;866;866;866,FALSE,5745,866;866;866;866;780;780;780,866;866;866;866;650;650;780,866,866,5
OPPO,PEGM00,11,WIFI,China Mobile,hebeisheng,handanshi,356.6,7eeaf465eb1e4ca2052d105e0d8c356d,-22;-22;-22;-22;-22;-22;-23;-23;-23,433;433;433;433;433;433;433;433;433,FALSE,5240,433;433;433;433;433;433;433;433;433,433;433;433;433;433;433;433;433;433,433,433,5
vivo,V1936A,11,WIFI,China Mobile,chongqingshi,chongqingshi,136.4,8a1cd27443f41793aa5924132522bffb,-34;-34;-34;-33;-33;-35;-35;-33;-33;-36;-36;-35;-35;-34;-34;-34;-34;-35;-35;-33;-33;-34,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,FALSE,5180,433;433;433;433;433;390;390;390;390;390;390;390;390;433;433;433;433;433;433;433;433;390,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433,433,5
vivo,V2068A,11,WIFI,China Telecom,hainansheng,hainansheng,199.1,6522fec70ada857551cb2f395c14e8d4,-45;-45;-45;-45,433;433;433;433,FALSE,5785,6;6;6;6,351;351;351;351,433,433,5
OPPO,PCHM30,11,WIFI,China Mobile,guangdongsheng,jiangmenshi,143.4,0579306a5f78bcba15487110ceec17bb,-52;-52;-52;-52;-52;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-54;-54;-54;-54;-54,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,FALSE,5240,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433,433,5
vivo,V1955A,11,WIFI,China Unicom,liaoningsheng,panjinshi,441.8,0e4c806ffb8fc492640f60eb00fb3404,-38;-38;-36;-36;-37;-37;-41;-41;-41;-41;-41;-41;-40;-40;-39;-39;-36;-36;-33;-33;-33;-33,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5765,866;866;866;866;585;585;866;866;585;585;585;585;866;866;866;866;866;866;866;866;866;866,866;866;866;866;866;866;866;866;650;650;866;866;866;866;650;650;866;866;866;866;866;866,866,866,5
OPPO,PCRM00,11,WIFI,China Telecom,zhejiangsheng,wenzhoushi,262.9,10108fe0bf235fc7cd184da0ed7b0bd9,-22;-22;-22;-22;-22;-21;-21;-21;-21;-21;-21;-21;-21;-21;-21;-21;-21;-21;-21;-21;-21;-21,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5220,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866,866,5
vivo,V2068A,11,WIFI,China Telecom,hainansheng,hainansheng,335.7,6522fec70ada857551cb2f395c14e8d4,-45;-45;-45;-45,433;433;433;433,FALSE,5785,6;6;6;6,292;292;292;292,433,433,5
vivo,V2049A,11,WIFI,China Telecom,zhejiangsheng,taizhoushi,110.5,4be0b3a22c0357089d88ca220661bd67,-41;-41;-38;-38;-35;-35;-47;-47;-54;-54;-53;-53;-51;-51;-51;-51;-55;-55;-59;-59;-56;-56,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5745,702;702;866;866;702;702;585;585;526;526;234;234;351;351;351;351;468;468;351;351;351;351,780;780;780;780;526;526;526;526;351;351;351;351;433;433;351;351;351;351;325;325;351;351,866,866,5
vivo,V2072A,11,WIFI,China Mobile,guangdongsheng,shaoguanshi,275.6,6746a7233e3876e397a5133e3e63f911,-61;-61;-61;-61;-58;-58;-57;-57;-59;-59;-58;-58;-56;-56;-59;-59;-59;-59;-58;-58;-59;-59,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,FALSE,5765,234;234;433;433;86;86;433;433;292;292;325;325;325;325;433;433;433;433;86;86;351;351,390;390;390;390;390;390;390;390;292;292;390;390;351;351;351;351;325;325;351;351;351;351,433,433,5
vivo,V2068A,11,WIFI,China Telecom,zhejiangsheng,hangzhoushi,109.7,4f4fe6da099f511df09596db780c6dec,-42;-42;-42;-42;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,FALSE,5200,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433,433,5
OnePlus,GM1910,11,WIFI,China Mobile,guangdongsheng,zhuhaishi,251.2,94c508ec5d5287790b3f2d10fb0e3941,-50;-50;-50;-50;-38;-38;-38;-38;-38;-38;-39;-39;-39;-39;-39;-39;-43;-43;-43;-43;-43;-43,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5240,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866,866,5
vivo,V2072A,11,WIFI,China Mobile,beijingshi,beijingshi,164,c0359103457e7e0b4a1186fe4bd40cc9,-51;-51;-50;-50;-48;-48;-49;-49;-49;-49;-48;-48;-49;-49;-50;-50;-51;-51;-51;-51;-51;-51,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,FALSE,5260,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433,433,5
vivo,V2068A,11,WIFI,China Telecom,zhejiangsheng,hangzhoushi,110.9,4f4fe6da099f511df09596db780c6dec,-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-42,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,FALSE,5200,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433,433,5
vivo,V2072A,11,WIFI,China Mobile,beijingshi,beijingshi,163.9,c0359103457e7e0b4a1186fe4bd40cc9,-52;-52;-52;-52;-52;-51;-51;-51;-51;-49;-49;-50;-50;-50;-50;-50;-50;-49;-49;-50;-50;-49,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,FALSE,5260,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433,433,5
vivo,V1824A,11,WIFI,China Telecom,fujiansheng,fuzhoushi,0.5,259d348aaa3cf0a17742ad1264edbe13,-82;-78;-74;-74;-77;-77;-77;-77;-78;-78;-78;-78;-76;-76;-76;-76;-76;-76;-75;-75;-75;-75;-76;-76;-75;-75;-80;-80;-79;-79;-81;-81;-77;-77;-81;-81;-83;-83,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,FALSE,5180,40;12;9;9;9;9;9;9;9;9;6;6;6;6;6;6;6;6;6;6;9;9;18;18;87;87;87;87;87;87;87;87;58;58;58;58;87;87,58;58;6;6;13;13;13;13;13;13;19;19;19;19;26;26;26;26;19;19;13;13;19;19;19;19;26;26;87;87;19;19;26;26;13;13;13;13,433,433,5
OPPO,PDPM00,11,WIFI,China Telecom,henansheng,zhumadianshi,347.4,1bb34e80a51a02f3c7f87b78071e71cf,-22;-22;-22;-22;-22;-22;-22;-22;-22;-22;-22;-21;-21;-21;-21;-21;-21;-22;-22;-22;-22;-22,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5745,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866,866,5
OPPO,PDEM30,11,WIFI,China Mobile,fujiansheng,xiamenshi,89.8,b7bc547afbfeb817d06af5aad7dc0a51,-12;-12;-12;-12;-12;-12,866;866;866;866;866;866,FALSE,5240,866;866;866;866;866;866,866;866;866;866;866;866,866,866,5
vivo,V2049A,11,WIFI,China Telecom,zhejiangsheng,taizhoushi,89.4,4be0b3a22c0357089d88ca220661bd67,-29;-29;-29;-39;-39;-40;-40;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5805,866;866;866;866;866;866;866;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702,866;866;866;866;866;866;866;780;780;780;780;780;780;780;780;780;780;780;780;780;780;780,866,866,5
vivo,V1986A,11,WIFI,China Mobile,liaoningsheng,shenyangshi,0.2,1ac1a9c9eec428e9967121dbb633e6bd,-45;-45;-45;-45;-45;-44;-44;-45;-45;-46;-46;-42;-42;-44;-44;-41;-41;-42;-42;-43;-43;-42;-42;-44;-44;-44;-44;-44,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5745,702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702,117;117;117;780;780;702;702;780;780;702;702;702;702;585;585;702;702;780;780;117;117;702;702;117;117;585;585;585,866,866,5
vivo,V2068A,11,WIFI,China Telecom,zhejiangsheng,hangzhoushi,373.3,4f4fe6da099f511df09596db780c6dec,-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,FALSE,5200,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;86;86;86;86;86,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,433,433,5
OPPO,PCRM00,11,WIFI,China Telecom,zhejiangsheng,wenzhoushi,276.8,10108fe0bf235fc7cd184da0ed7b0bd9,-22;-22;-22;-22;-22;-21;-21;-21;-21;-21;-21;-20;-20;-20;-20;-20;-20;-20;-20,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5220,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866,866,5
realme,RMX2071,11,WIFI,China Telecom,anhuisheng,bengbushi,494.6,6680410af069b8da39f6b2af4b7da1c9,-45;-45;-44;-44;-44;-44;-44;-44;-45;-45;-45;-45;-45;-45;-45;-45;-45;-45;-45;-45;-46;-46,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5180,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,866,866,5
vivo,V1955A,11,WIFI,China Unicom,henansheng,anyangshi,488.1,cc374cf7cc3e82e3464e51ac240370be,-52;-52;-52;-52;-51;-51;-51;-51;-51;-51;-51;-51;-50;-50;-51;-51;-51;-51;-51;-51;-51;-51,866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866;866,FALSE,5805,866;866;866;866;780;780;650;650;702;702;702;702;702;702;866;866;866;866;866;866;866;866,866;866;866;866;866;866;866;866;780;780;650;650;780;780;780;780;780;780;866;866;780;780,866,866,5
realme,RMX1991,11,WIFI,China Telecom,shanghaishi,shanghaishi,134.3,06a442d59f86f57d10b30d6a6716dfef,-39;-39;-39;-39;-39;-39;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40;-40,400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400,FALSE,5180,400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400,400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400,400,400,5
